,target,text,time,sia_positive,sia_negative,sia_neutral,sia_compound
5843,1,"b'#KincadeFire Map for  orientation of the fire in Sonoma County - fire is moving fast, follow @CAFireScanner for the\xe2\x80\xa6 https://t.co/itk38Wxr8h'",10/24/2019 12:33,0.0,0.22,0.78,-0.5859
5844,0,"b'Awakening the Inner Fire \xe2\x80\x93 One True Self \n\nOn May 8th, I had the pleasure of sharing my inner tools for awakening t\xe2\x80\xa6 https://t.co/TaZQHjI7Ch'",10/24/2019 12:33,0.303,0.078,0.619,0.7845
5845,1,b'Mandatory evacuations were ordered Thursday morning for a portion of north San Bernardino after a wind-driven brush\xe2\x80\xa6 https://t.co/CaXuKuBfCL',10/24/2019 12:32,0.0,0.0,1.0,0.0
5846,1,"b""@kevincorke IN addition to HUGE fire in Sonoma wine country 10k acres zero contained.  Blackouts didn't stop it  No\xe2\x80\xa6 https://t.co/V9mNnUABUp""",10/24/2019 12:31,0.202,0.099,0.699,0.3655
5847,1,b'#BREAKING New fire burning in OC: 5 acre brush fire in Santiago Canyon. Car fire quickly spread to brush in the are\xe2\x80\xa6 https://t.co/O1WkyuhrsU',10/24/2019 12:30,0.0,0.275,0.725,-0.7351
5848,1,b'NOW: We also have a fire burning in the Newhall area of Santa Clarita @FOXLA https://t.co/9hTFrp8HII',10/24/2019 12:30,0.0,0.146,0.854,-0.34
5849,0,b'People salty about a staircase yet treasure the Ghosbusters fire station.',10/24/2019 12:29,0.175,0.19,0.635,-0.0516
5850,1,b'MANDATORY EVACUATIONS are underway in a portion of North San Bernardino as firefighters battle a 50-acre fire near\xe2\x80\xa6 https://t.co/dAUAF7fJ1Y',10/24/2019 12:27,0.0,0.25,0.75,-0.6124
5851,0,b'@abc7NEWS. Ya all are getting a failing grade  again for your lack of coverage on fires in the IE.... ex.\nToday I h\xe2\x80\xa6 https://t.co/93KgsW0Kzt',10/24/2019 12:27,0.0,0.228,0.772,-0.6808
5852,1,b'We have the luxury of retreating. @CAL_FIRE doesn\xe2\x80\x99t. They\xe2\x80\x99re fight is unbelievable. #kinkadefire https://t.co/1nV10WdMSM',10/24/2019 12:25,0.11,0.159,0.732,-0.2023
5853,1,b'#BREAKING Mandatory evacuations issued in wind-driven Old Water Fire burning in San Bernardino https://t.co/sOVdD2Vv4c',10/24/2019 12:25,0.083,0.153,0.764,-0.2732
5854,1,b'JUST IN: Crews are batting a 5-acre brush fire burning off Santiago Canyon Rd. near the 241 Freeway in Irvine. It w\xe2\x80\xa6 https://t.co/nC9mqW9mlU',10/24/2019 12:24,0.051,0.102,0.847,-0.296
5855,1,b'#Fire #Santiago Canyon #OrangeCounty Live updates @KNX1070 https://t.co/wLM5LCsDfU',10/24/2019 12:24,0.0,0.0,1.0,0.0
5856,0,"b'RT @Joonaathaan33: Im lowkey everything you need , You just dumb right now'",10/24/2019 12:22,0.0,0.231,0.769,-0.5106
5857,0,"b'The World: Literally on fire, people revolting against tyrannical governments and women singing about self love \n\nB\xe2\x80\xa6 https://t.co/uwz9c6OJoq'",10/24/2019 12:17,0.186,0.106,0.708,0.4215
5858,1,"b'RT @ai6yrham: @bbdd333 @JohnAFisher One of their neighbors, an elderly woman, died in the fire when she tried to evacuate in smoke and flam\xe2\x80\xa6'",10/24/2019 12:17,0.0,0.214,0.786,-0.7184
5859,1,b'RT @ai6yrham: @bbdd333 @JohnAFisher That was one of my great regrets on the Thomas Fire. There were two families we knew who were in the di\xe2\x80\xa6',10/24/2019 12:17,0.128,0.153,0.719,0.0516
5860,1,b'A fire has spread to at least 50 acres near Old Waterman Canyon Road and Highway 18 in San Bernardino. Mandatory ev\xe2\x80\xa6 https://t.co/XdFOEssKzD',10/24/2019 12:16,0.053,0.097,0.85,-0.2732
5861,1,b'#Santiago Canyon #Fire #OrangeCounty Listen live @KNX1070 https://t.co/voR5akLanw',10/24/2019 12:16,0.0,0.0,1.0,0.0
5862,1,b'Bruh it smells like fire',10/24/2019 12:14,0.316,0.304,0.38,0.0258
5863,1,"b'RT @doloresquintana: SBD county fire, highway 18. https://t.co/Fdq9oU6UMG'",10/24/2019 12:12,0.0,0.255,0.745,-0.34
5864,1,b'Current conditions in #SanBernardino where #OldWaterFire is burning - warm &amp; dry... not terribly gusty yet. However\xe2\x80\xa6 https://t.co/lWGdHqZ2KI',10/24/2019 12:10,0.243,0.0,0.757,0.5892
5865,1,b'Hi @SCE will Oak Park have power outages due to winds and fire alerts?',10/24/2019 12:09,0.0,0.156,0.844,-0.34
5866,1,b'Current Fire Closures: \nSR 18 @ Waterman Cyn Rd.\nSB 5 @ 14\nSantiago Cyn Rd @ 241 to Loma Ridge \n@CBSLA @KCBSKCALDesk',10/24/2019 12:07,0.0,0.13,0.87,-0.34
5867,1,"b'SBD county fire, highway 18. https://t.co/Fdq9oU6UMG'",10/24/2019 12:07,0.0,0.324,0.676,-0.34
5868,1,b'#Fire #OrangeCounty #Santiago canyon rd from the 241 to #Loma ridge full closure residence only at cooks corner nor\xe2\x80\xa6 https://t.co/n34iHRwi8C',10/24/2019 12:07,0.0,0.0,1.0,0.0
5869,1,b'RT @CBSLA: UPDATE: #OldWaterFire has burned between 50-100 acres as winds continue to pick up https://t.co/ldcCHgUCA3 https://t.co/usc1mTfu\xe2\x80\xa6',10/24/2019 12:06,0.0,0.0,1.0,0.0
5870,1,b'#BREAKING  Vehicle fire ignites brush fire in Santiago Canyon in Orange County. https://t.co/wQEboWpD4K',10/24/2019 12:06,0.0,0.304,0.696,-0.5859
5871,0,b'whelp. i didn\xe2\x80\x99t fire my manager either lmao ily bella',10/24/2019 12:06,0.497,0.144,0.359,0.7845
5872,0,b'RT @E_OdysseyGaming: @peekaso @KatieHill4CA Damn! Straight fire!',10/24/2019 12:05,0.187,0.322,0.491,-0.3365
5873,1,b'RT @abc7marccr: #BREAKING New fire has erupted in San Bernardino called #OldWaterFire (video: @564FIREPhoto) WATCH @ABC7 starting at 4am fo\xe2\x80\xa6',10/24/2019 12:05,0.0,0.112,0.888,-0.34
5874,1,b'UPDATE: Arrowhead Road is now also under mandatory evacuation due to #OldWaterFire burning in the hills above San B\xe2\x80\xa6 https://t.co/2P0qt753XQ',10/24/2019 12:03,0.064,0.0,0.936,0.0772
5875,1,b'Old Water Fire in San Bernardino causes 18 NB and SB to be shut down from 40th to the 138 in Crestline #traffic #oldwaterfire',10/24/2019 12:02,0.0,0.094,0.906,-0.34
5876,1,b'A driver was killed when a luxury sports vehicle slammed into a light pole and caught fire in Laguna Hills on Wedne\xe2\x80\xa6 https://t.co/B1h696d7Ry',10/24/2019 12:02,0.0,0.266,0.734,-0.7845
5877,1,"b'RT @LAFD: 10/21/19 7:00 PM Update: #SaddleRidgeFire #Sylmar #GranadaHills #PorterRanch #Chatsworth; Holding at 8,799 acres; 92% contained.\xe2\x80\xa6'",10/24/2019 12:00,0.0,0.0,1.0,0.0
5878,0,b'This shit so fire  https://t.co/UISR9pP80x',10/24/2019 11:59,0.0,0.691,0.309,-0.7728
5879,1,"b'RT @FOXLA: With 70 mph Santa Ana Winds expected to begin Thursday morning, SCE alerted customers of potential power outages. Officials say\xe2\x80\xa6'",10/24/2019 11:58,0.0,0.0,1.0,0.0
5880,1,"b'Kincade fire being fueled by monster wind gusts up to 76 mph, driving rapid spread https://t.co/DvKQAjB5vF'",10/24/2019 11:58,0.0,0.138,0.862,-0.34
5881,1,b'@ClintonServer @WHurensohn @KirschenmanReid @EA_6Bjunkie @charr68204 @SumatraSue @SoPhillyFred @BarkinDavid\xe2\x80\xa6 https://t.co/31AhWAEItR',10/24/2019 11:55,0.0,0.0,1.0,0.0
5882,1,b'#BREAKING #OC #Brush Fire SR241 near Santiago Canyon Rd. Currently  7 acres #SIGALERT SANTIAGO CANYON FROM LOMA RID\xe2\x80\xa6 https://t.co/hIJMeQTGo2',10/24/2019 11:55,0.0,0.124,0.876,-0.34
5883,1,"b'More #BREAKING news on @ABC7: this brush fire has erupted in San Bernardino along Highway 18, 50 - 100 acres have b\xe2\x80\xa6 https://t.co/CowSb7qMqe'",10/24/2019 11:50,0.0,0.103,0.897,-0.34
5884,1,"b'@kentphotos @NorthBayNews @CAL_FIRE Hi, Wow this is crazy.  My name is Elizabeth with KTTV FOX-11 News. I wanted to\xe2\x80\xa6 https://t.co/hKJjNqOHrA'",10/24/2019 11:50,0.164,0.103,0.733,0.34
5885,1,"b'Latest update on #KincadeFire burning in Sonoma Co. from @PGE4Me: \xe2\x80\x9cThe Kincade Fire is near the PSPS footprint, and\xe2\x80\xa6 https://t.co/UIXyD2wZGg'",10/24/2019 11:50,0.0,0.112,0.888,-0.34
5886,1,b'RT @FOXLA: #BREAKING #OLDWATERFIRE #SanBernardino Vegetation Fire currently at 35 acres.  Structure Defense in the area of Mariposa Dr / Da\xe2\x80\xa6',10/24/2019 11:50,0.068,0.11,0.822,-0.2263
5887,0,b'RT @IDAorg: @waadalkateab @forsamafilm @afactoryfilm @apollo11movie @HoneylandDoc @OneChildNation @seaofshadowsSOS @BiggestLilFarm @ramellr\xe2\x80\xa6',10/24/2019 11:49,0.0,0.0,1.0,0.0
5888,1,b'#BREAKING: Mandatory evacuations ordered in #OldWaterFire bBurning in San Bernardino https://t.co/yob3EuVEG2',10/24/2019 11:45,0.115,0.0,0.885,0.0772
5889,1,b'This fire in Sonoma County is raging. https://t.co/QnMVNRT6Yg',10/24/2019 11:44,0.0,0.492,0.508,-0.7003
5890,1,b'RT @GigiGraciette: We are just entering into this critical fire weather period and already we have two major fires burning in California. @\xe2\x80\xa6',10/24/2019 11:43,0.0,0.193,0.807,-0.6155
5891,1,b'Large wildfire in Sonoma County prompts evacuations https://t.co/DB7URLSFO9',10/24/2019 11:43,0.0,0.0,1.0,0.0
5892,0,b'RT @1027KIISFM: .@NiallOfficial joins @JojoWright TONIGHT to premiere his new song #NiceToMeetYa \xf0\x9f\x8e\xb8! \n\nListen at 9PM PT: https://t.co/PkQbos\xe2\x80\xa6',10/24/2019 11:39,0.0,0.0,1.0,0.0
5893,1,"b'Evacuations Ordered in California as Kincade Fire Explodes to 7,000 Acres in Sonoma County | The Weather Channel\xe2\x80\xa6 https://t.co/JO3rNbQHme'",10/24/2019 11:35,0.0,0.124,0.876,-0.34
5894,1,b'A driver was killed when a luxury sports vehicle slammed into a light pole and caught fire in Laguna Hills on Wedne\xe2\x80\xa6 https://t.co/ciU6U6zogH',10/24/2019 11:35,0.0,0.266,0.734,-0.7845
5895,1,b'glad fire crews are at the ready... i hope the preparations are enough... https://t.co/ELeGyjjZTo',10/24/2019 11:31,0.178,0.147,0.675,0.128
5896,0,"b'@Almightyginger3 Hip fire is kinda bad, reload time is high, but I think they just need to nerf the damage over ran\xe2\x80\xa6 https://t.co/dNf1yPMMol'",10/24/2019 11:30,0.0,0.299,0.701,-0.7966
5897,1,"b""BREAKING: A new fire is burning in San Bernardino this morning. Red Flag Warnings are posted. We're live starting a\xe2\x80\xa6 https://t.co/TBbqPopJGK""",10/24/2019 11:30,0.0,0.204,0.796,-0.5574
5898,0,"b""Some Wasteland Stans are bitching and moaning, but I'm okay with this. I pick up this over the rainbow dumpster fir\xe2\x80\xa6 https://t.co/TXDLUKlcLF""",10/24/2019 11:29,0.098,0.194,0.708,-0.0772
5899,0,b'@TheCuttyMac This is fire \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5',10/24/2019 11:28,0.0,0.375,0.625,-0.34
5900,1,b'Extreme or critical fire danger forecast for Thursday in California https://t.co/bhR2TSfSWl',10/24/2019 11:28,0.0,0.503,0.497,-0.7964
5901,0,b'RT @FavoriteHorror: Getting the house ready for Halloween. #Horror #horrorfans https://t.co/C4fHOb2eBo',10/24/2019 11:27,0.2,0.0,0.8,0.3612
5902,1,b'#BREAKING #OC #Brush Fire SR241 near Santiago Canyon Rd. Currently  1 acre. Orange County Fire on site',10/24/2019 11:25,0.0,0.255,0.745,-0.5859
5903,1,"b'I know my dream is to be able to run a full zoning team, but the reality is that my stock answer to characters who\xe2\x80\xa6 https://t.co/gek7xIOBzZ'",10/24/2019 11:24,0.059,0.0,0.941,0.128
5904,1,b'Fire 210 freeway San Bernardino mountains https://t.co/z8UlyR6wof',10/24/2019 11:23,0.167,0.0,0.833,0.0516
5905,1,b'BREAKING: Fire burning near Cal State San Bernardino in the SB Mountains. Classes cancelled Mandatory evcuation ord\xe2\x80\xa6 https://t.co/PETLcWSrUq',10/24/2019 11:19,0.063,0.213,0.725,-0.4767
5906,1,"b'#BREAKING overnight on @ABC7: The #KincadeFire has exploded to 7,000+ acres in Sonoma County, after sparking overni\xe2\x80\xa6 https://t.co/vaB40qEWAG'",10/24/2019 11:19,0.0,0.0,1.0,0.0
5907,1,b'ALERT \xf0\x9f\x94\xa5ALERT\xf0\x9f\x94\xa5 ALERT\xf0\x9f\x94\xa5\n\nBREAKING: Fire burning in San Bernardino County. Good Day LA is LIVE right now on FOX 11 or s\xe2\x80\xa6 https://t.co/H3xaTY0oAp',10/24/2019 11:16,0.115,0.095,0.791,0.128
5908,1,"b'Large, fast-moving wildfire explodes in Sonoma County, prompting evacuations - Los Angeles Times https://t.co/BP7p1gVMUk'",10/24/2019 11:15,0.0,0.0,1.0,0.0
5909,1,b'We are just entering into this critical fire weather period and already we have two major fires burning in Californ\xe2\x80\xa6 https://t.co/xufzZSt6Kb',10/24/2019 11:13,0.0,0.209,0.791,-0.6155
5910,1,"b'RT @ai6yrham: My last post for tonight, will avoid posts now except critical info, RED FLAG conditions for VC/LA start at 1am Thursday. Ton\xe2\x80\xa6'",10/24/2019 11:12,0.0,0.17,0.83,-0.5423
5911,1,b'RT @LAFD: 10/23/19 9:00 AM Update: #PalisadesFire #PacificPalisades; 45 acres; 30% contained. Last night\xe2\x80\x99s infrared flight showed countless\xe2\x80\xa6',10/24/2019 11:12,0.0,0.0,1.0,0.0
5912,1,b'NOW: Fire burning in San Bernardino. @RICKatFOX overhead and @MarioFOXLA en route. Mandatory evacuations now being\xe2\x80\xa6 https://t.co/NkrUerUi6U',10/24/2019 11:11,0.07,0.128,0.802,-0.2732
5913,0,b'@getPEYdaTON Hope you got a longer clip of that cuz that song was fire aaand u were that close \xf0\x9f\x91\x8c\xf0\x9f\x8f\xbc',10/24/2019 11:10,0.136,0.113,0.751,0.128
5914,0,"b'Join the Parsons Corp team! See our latest job opening here: https://t.co/L7GmuFeCh7 #Art #Pasadena, CA'",10/24/2019 11:09,0.0,0.0,1.0,0.0
5915,1,b'BREAKING: Fire burning near Cal State San Bernardino in the SB Mountains. Mandatory evcuation orders for Mariposa D\xe2\x80\xa6 https://t.co/OwDHmRg8QK',10/24/2019 11:09,0.063,0.116,0.821,-0.2732
5916,1,"b'New Brush Fire in the #OC on the 241 at Santiago Canyon, Vehicle fire spread into the brush with about 3-5 Acres go\xe2\x80\xa6 https://t.co/1eEpRMwCda'",10/24/2019 11:08,0.0,0.179,0.821,-0.5859
5917,1,b'Mandatory evacuations have been ordered for portions of north San Bernardino near Mariposa Drive and David Way. Ful\xe2\x80\xa6 https://t.co/fOUc1vIun3',10/24/2019 11:07,0.0,0.0,1.0,0.0
5918,1,"b'RT @CBSLA: Fire crews in northern California are battling a 7,000-acre blaze in rural Sonoma County, mandatory evacuations underway https:/\xe2\x80\xa6'",10/24/2019 11:07,0.06,0.206,0.734,-0.4939
5919,1,b'Newhall I5 S / I5 S Sr14 Con **Report of Fire** https://t.co/3gbq6lw7ob',10/24/2019 11:04,0.0,0.0,1.0,0.0
5920,1,b'Extreme or critical fire danger forecast for Thursday in California https://t.co/GgTROKNZYl',10/24/2019 11:00,0.0,0.503,0.497,-0.7964
5921,1,b'UPDATE: #OldWaterFire has burned between 50-100 acres as winds continue to pick up https://t.co/ldcCHgUCA3 https://t.co/usc1mTfuMD',10/24/2019 10:57,0.0,0.0,1.0,0.0
5922,1,"b'Saw VI is an absolutely terrible, piss poor unwatchable dumpster fire of a horror movie. It\xe2\x80\x99s amazingly hilarious h\xe2\x80\xa6 https://t.co/48JRFYRuav'",10/24/2019 10:56,0.092,0.538,0.37,-0.9252
5923,1,"b'RT @demiimarkie: My ideal getaway is somewhere in the woods , in a cozy ass cabin with the fire going &amp; a loaded shotgun if any crazy perso\xe2\x80\xa6'",10/24/2019 10:55,0.104,0.254,0.642,-0.5994
5924,0,b'@DMPACE1 &amp; Russia did not have to fire a single bullet.',10/24/2019 10:49,0.184,0.0,0.816,0.2584
5925,0,b'Fire him. For threatening violence on other Americans @MLB https://t.co/8YdWv7lvq1',10/24/2019 10:46,0.0,0.484,0.516,-0.8176
5926,1,b'A reminder. This is real for SoCal too today  and Friday\nhttps://t.co/QVgXjfHE4S',10/24/2019 10:43,0.0,0.0,1.0,0.0
5927,1,b'RT @ShannaNBCLA: Santa Anas strengthen tomorrow morning and stay strong through Friday night. RED FLAG WARNINGS during that time - Critical\xe2\x80\xa6',10/24/2019 10:42,0.219,0.115,0.666,0.3954
5928,0,"b'RT @KTLA: Trump Lifts Sanctions on Turkey, Describes Cease-Fire as \xe2\x80\x98Permanent\xe2\x80\x99 https://t.co/rWNmLFpku8'",10/24/2019 10:38,0.0,0.0,1.0,0.0
5929,0,"b'@edgarwright Go to Crunch in Van Nuys between 830-10am. Late 70s - early 80s widespread classics. Billy Joel, Micha\xe2\x80\xa6 https://t.co/kg7zlOh6Na'",10/24/2019 10:36,0.0,0.0,1.0,0.0
5930,1,b'LA News Vegetation Fire Burns in San Bernardino https://t.co/Ou1JBrc06I https://t.co/31bxUvhVvN',10/24/2019 10:33,0.0,0.211,0.789,-0.34
5931,1,b'The Palisades Fire that damaged several multimillion-dollar hillside homes in Pacific Palisades this week was 55% c\xe2\x80\xa6 https://t.co/E17q08VNF5',10/24/2019 10:32,0.0,0.249,0.751,-0.6486
5932,1,b'DEVELOPING NOW: Firefighters are fighting a wind-driven vegetation fire that has burned at least 30 acres along Hig\xe2\x80\xa6 https://t.co/OpPj9XlmNW',10/24/2019 10:32,0.0,0.234,0.766,-0.5994
5933,0,b'#LookAtHerNow is on FIRE \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xe2\x9d\xa4\xe2\x9d\xa4',10/24/2019 10:28,0.0,0.439,0.561,-0.4824
5934,1,b'Action Required ^ Make Emergency Preparations per Instructions Issued by Los Angeles - CA @NWS #REDFLAGWARNING IN E\xe2\x80\xa6 https://t.co/1xzhAKuAh6',10/24/2019 10:24,0.0,0.14,0.86,-0.3818
5935,1,"b'A 7000+ acre fire has erupted overnight in Sonoma County, CA leading to mandatory evacuations. https://t.co/CLlaqVbNja'",10/24/2019 10:24,0.073,0.136,0.791,-0.2732
5936,1,"b'Sonoma Fire Evacuations \nWind-Driven Kincade Fire Burns Through Sonoma County, Prompting Evacuations https://t.co/EQWvQprYJk via @ktla'",10/24/2019 10:20,0.0,0.27,0.73,-0.5859
5937,1,"b""Please,  not another hot dry wind event,  it's 80 degrees at 3AM, \nthe house is shaking \nno humidity @CAL_FIRE   #sylmarwinds""",10/24/2019 10:19,0.0,0.082,0.918,-0.1779
5938,1,"b'RT @slashfilm: Water Cooler: Watchmen, Doctor Sleep, Unbelievable, Jojo Rabbit, Portrait of a Lady on Fire, His Dark Materials, Maleficent:\xe2\x80\xa6'",10/24/2019 10:14,0.085,0.113,0.802,-0.1531
5939,1,b'#BREAKING: Highway 18 between 40th Street and Highway 138 in San Bernardino County is closed due to a fast-moving f\xe2\x80\xa6 https://t.co/s6nYS3S2ee',10/24/2019 10:12,0.0,0.0,1.0,0.0
5940,1,b'#BREAKING New fire has erupted in San Bernardino called #OldWaterFire (video: @564FIREPhoto) WATCH @ABC7 starting a\xe2\x80\xa6 https://t.co/0DEB09n9eI',10/24/2019 10:12,0.0,0.13,0.87,-0.34
5941,0,"b'Trump Lifts Sanctions on Turkey, Describes Cease-Fire as \xe2\x80\x98Permanent\xe2\x80\x99 https://t.co/rWNmLFpku8'",10/24/2019 10:06,0.0,0.0,1.0,0.0
5942,0,b'RT @ai6yrham: In Socal? Some things for your preparation to-do list for today: 1. make sure your gas tank is full 2. remember to park your\xe2\x80\xa6',10/24/2019 10:05,0.084,0.0,0.916,0.3182
5943,1,"b'Kincade fire being fueled by monster wind gusts up to 76 mph, driving rapid spread https://t.co/aF8W4JAQgg'",10/24/2019 10:05,0.0,0.138,0.862,-0.34
5944,1,"b'RT @fabyshortsongs: \xe2\x80\x9cWait don\xe2\x80\x99t interrupt. You\xe2\x80\x99re my water, I\xe2\x80\x99m your fire. We been doing good. For one mistake I do. You were bothered and\xe2\x80\xa6'",10/24/2019 10:02,0.095,0.312,0.592,-0.6808
5945,0,"b""The @VicOladipo cover of @KaceyMusgraves' Rainbow is fire!!! #TheMaskedSinger #ThingamajigMask""",10/24/2019 10:02,0.0,0.267,0.733,-0.5067
5946,0,"b""RT @_fatimahz: @kentphotos @NorthBayNews @CAL_FIRE Hello Kent! I hope you're staying safe. May NBCLA use your photos and videos across all\xe2\x80\xa6""",10/24/2019 10:02,0.253,0.0,0.747,0.7263
5947,0,"b'\xe2\x80\x9cWait don\xe2\x80\x99t interrupt. You\xe2\x80\x99re my water, I\xe2\x80\x99m your fire. We been doing good. For one mistake I do. You were bothered\xe2\x80\xa6 https://t.co/CAWrSV8SI0'",10/24/2019 10:01,0.107,0.266,0.627,-0.5106
5948,1,b'#BREAKING #OLDWATERFIRE #SanBernardino Vegetation Fire currently at 35 acres.  Structure Defense in the area of Mar\xe2\x80\xa6 https://t.co/0O6gX8fNYx',10/24/2019 10:00,0.079,0.127,0.794,-0.2263
5949,0,"b""@Salon It's Democrats who are holding Facebook's feet to the fire, on political ads and such?""",10/24/2019 9:59,0.0,0.138,0.862,-0.34
5950,1,"b""@kentphotos @NorthBayNews @CAL_FIRE Hello Kent! I hope you're staying safe. May NBCLA use your photos and videos ac\xe2\x80\xa6 https://t.co/23ZhKONlL3""",10/24/2019 9:50,0.276,0.0,0.724,0.7263
5951,0,"b""RT @OnAirWithRyan: What's harder? The breakup or moving on? \n@selenagomez's new music has us in a mood right now!\nhttps://t.co/Ie3y7KW5XE""",10/24/2019 9:43,0.0,0.0,1.0,0.0
5952,0,"b'@Cynicalexx @Marvel_FFightUS yes please, we need to make the other elements as important as cold fire etc'",10/24/2019 9:38,0.306,0.108,0.586,0.5267
5953,0,"b'RT @MattCarterMedia: On #ChicagoFire season 8 episode 6, be prepared to see Cruz and Severide doing their best job to investigate a case ht\xe2\x80\xa6'",10/24/2019 9:34,0.234,0.0,0.766,0.7269
5954,0,b'@drooby16 Girllllll they are fire . I have been addicted for years',10/24/2019 9:33,0.0,0.211,0.789,-0.34
5955,1,"b'Kincade fire being fueled by monster wind gusts up to 76 mph, driving rapid spread https://t.co/l9GiOb2agx'",10/24/2019 9:33,0.0,0.138,0.862,-0.34
5956,1,b'RT @celebwhogive: Firefighter saves dog from fire \xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x9dLove makes an ordinary day extraordinary.\xe2\x80\x9d https://t.co/bCKwXrJHXI',10/24/2019 9:31,0.0,0.156,0.844,-0.34
5957,1,"b'Fire crews in northern California are battling a 7,000-acre blaze in rural Sonoma County, mandatory evacuations und\xe2\x80\xa6 https://t.co/YRuTbRxNiJ'",10/24/2019 9:27,0.071,0.114,0.815,-0.2023
5958,1,b'@CAFireScanner That area hasn\xe2\x80\x99t burn since the old fire in 2003',10/24/2019 9:26,0.0,0.194,0.806,-0.34
5959,1,b'RT @latimes: Emergency officials sent out an alert late Wednesday to residents east of Geyserville as the Kincade fire quickly spread.\nhttp\xe2\x80\xa6',10/24/2019 9:18,0.087,0.198,0.714,-0.4215
5960,1,b'@kentphotos @NorthBayNews @CAL_FIRE Hi Kent. Are you able to make your fire material available for ABC Network News? DM me. -Matt',10/24/2019 9:17,0.0,0.107,0.893,-0.34
5961,1,b'@lookner there\xe2\x80\x99s a new fire just starting in Southern California in San Bernardino https://t.co/1UtaqH2jgu',10/24/2019 9:16,0.0,0.167,0.833,-0.34
5962,1,b'Update: Waterman Canyon Fire San Bernardino. https://t.co/4ILuJMEG3l',10/24/2019 9:15,0.0,0.286,0.714,-0.34
5963,0,b'A girl telling you to close the door is so fire',10/24/2019 9:12,0.0,0.238,0.762,-0.4795
5964,0,"b""@9GAG @Aus_Fire_Cal Oh yes, I'm definitely here for the cuddly animals.""",10/24/2019 9:12,0.375,0.0,0.625,0.6597
5965,1,"b'Brush Fire #SBCOFD 227s (San Bernardino) at Highway 18 X Waterman Canyon, ME227 still en route reporting 10-15 acre\xe2\x80\xa6 https://t.co/7GNL7wC4aR'",10/24/2019 9:08,0.0,0.118,0.882,-0.34
5966,0,b'RT @notmeagain: @Gunntwitt California utilities have been allowed to abuse their customers for years with price gouging and no maintenance\xe2\x80\xa6',10/24/2019 9:07,0.0,0.262,0.738,-0.7506
5967,0,b'SOUND FIRE BRING ME SOME https://t.co/xNTa6X6HCp',10/24/2019 9:07,0.0,0.385,0.615,-0.4824
5968,0,b'Just rub two rocks together and make a fire.',10/24/2019 9:03,0.0,0.0,1.0,0.0
5969,1,b'RT @Mollydacious: Fire near Geysers. Evacuation order east of Geyserville. Evacuation warning for northern Healdsburg and Geyserville. http\xe2\x80\xa6',10/24/2019 8:59,0.0,0.231,0.769,-0.5859
5970,1,b'RT @jaclyncosgrove: Our latest update on the #KincadeFire includes a map of the current evacuation zone: https://t.co/cbjTmd5DjZ',10/24/2019 8:58,0.0,0.0,1.0,0.0
5971,0,"b'@lyanlei1 @LindseyGrahamSC And Russia, Syria and Iran never had to fire a shot.'",10/24/2019 8:57,0.156,0.0,0.844,0.2584
5972,0,b'#Pakistan&amp; #India you malechauvinist have to learn. You take a life yours will be taken NewReligion \xe2\x80\x9dEyeForAnEye\xe2\x80\x9d:\xe2\x80\xa6 https://t.co/7tUHQpf8Pg',10/24/2019 8:44,0.0,0.0,1.0,0.0
5973,0,b'Is it hot in here?? I might need the whole fire department to come rescue me.\n#inlove #demmuscles https://t.co/Ni6ckUhAW3',10/24/2019 8:44,0.174,0.114,0.712,0.3094
5974,0,b'RT @LA_Sparks: \xf0\x9f\x94\xa5MASHA IS ON FIRE\xf0\x9f\x94\xa5\n\nShe led @BC_UMMC to their second victory in #EuroLeagueWomen play!\xf0\x9f\x92\xaa\n\n\xf0\x9f\x8e\xa5 @EuroLeagueWomen \n\n#SparksOversea\xe2\x80\xa6',10/24/2019 8:44,0.0,0.0,1.0,0.0
5975,0,b'Michelangelo the way i paint flows \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5 caleb callous is fire @rhythmflow',10/24/2019 8:42,0.0,0.194,0.806,-0.34
5976,1,b'RT @Evileyesfly: PRAY FOR LA / PRAY FOR LA FIRE \xf0\x9f\x94\xa5 FIGHTING #LA #fire #breakingnews check on ur family and love ones #fight #pray #fire #get\xe2\x80\xa6',10/24/2019 8:42,0.28,0.174,0.546,0.5994
5977,0,b'@astros Fire Taubman now to reverse the curse !',10/24/2019 8:38,0.0,0.469,0.531,-0.7345
5978,0,b'RT @Jayneros1: Ong they need to fire yo musty ass @Ronnie2K yo game ass ! One month in and that shit already ded...  tuff',10/24/2019 8:38,0.0,0.412,0.588,-0.923
5979,0,b'Ong they need to fire yo musty ass @Ronnie2K yo game ass ! One month in and that shit already ded...  tuff',10/24/2019 8:36,0.0,0.439,0.561,-0.923
5980,0,"b'RT @SilviaChloeLin1: ""Trump lifts economic sanctions on Turkey after promises of five-day cease-fire in Syria""  https://t.co/ZQyLGBzkqi'",10/24/2019 8:35,0.148,0.0,0.852,0.3818
5981,1,b'@sonomasheriff Insane just how fast this fire is spreading....',10/24/2019 8:34,0.0,0.438,0.562,-0.6652
